Artist Name;Top Track;Track Picture URL;Track Link;Artist Picture URL
Pier Bucci;Hay Consuelo (Samim Remix);https://lastfm.freetls.fastly.net/i/u/64s/72abbe6af354801658a7f676a59fe502.jpg;https://www.last.fm/music/Pier+Bucci/_/Hay+Consuelo+(Samim+Remix);http://userserve-ak.last.fm/serve/252/2419094.jpg
Watcha Clan;Mean Diaspora;https://lastfm.freetls.fastly.net/i/u/64s/5fe80b74dc358698e6a66eebeacf7006.jpg;https://www.last.fm/music/Watcha+Clan/_/Mean+Diaspora;http://userserve-ak.last.fm/serve/252/5553547.jpg
Anthem Lights;Love You Like the Movies;https://lastfm.freetls.fastly.net/i/u/64s/8bc4b5fd5ca444d4c435f18b6da15a48.jpg;https://www.last.fm/music/Anthem+Lights/_/Love+You+Like+the+Movies;http://userserve-ak.last.fm/serve/252/59066225.png
Christiane F.;Teil 1 - Wir Kinder vom Bahnhof Zoo;Not Found;https://www.last.fm/music/Christiane+F./_/Teil+1+-+Wir+Kinder+vom+Bahnhof+Zoo;http://userserve-ak.last.fm/serve/252/25726847.jpg
FM Einheit;Princess Crocodile (Single Version) - Radio Edit;Not Found;https://www.last.fm/music/FM+Einheit/_/Princess+Crocodile+(Single+Version)+-+Radio+Edit;http://userserve-ak.last.fm/serve/252/388311.jpg
Ingrid Michaelson;The Way I Am;https://lastfm.freetls.fastly.net/i/u/64s/9b4a66927b8433e1f922fcd919965922.jpg;https://www.last.fm/music/Ingrid+Michaelson/_/The+Way+I+Am;http://userserve-ak.last.fm/serve/252/43832581.png
Idlewild;You Held the World in Your Arms;https://lastfm.freetls.fastly.net/i/u/64s/743a303930ce40eaaa2bc4345e12ec4c.jpg;https://www.last.fm/music/Idlewild/_/You+Held+the+World+in+Your+Arms;http://userserve-ak.last.fm/serve/252/194102.jpg
Marie Serneholt;That's The Way My Heart Goes - Radio Version;Not Found;https://www.last.fm/music/Marie+Serneholt/_/That%27s+The+Way+My+Heart+Goes+-+Radio+Version;http://userserve-ak.last.fm/serve/252/38583095.png
Magda Wójcik;Halo Ziemia;https://lastfm.freetls.fastly.net/i/u/64s/bc3ee6a7ae8e435f9fc8c5de217a6c09.jpg;https://www.last.fm/music/Magda+W%C3%B3jcik/_/Halo+Ziemia;http://userserve-ak.last.fm/serve/252/43969087.png
Danity Kane;Damaged;https://lastfm.freetls.fastly.net/i/u/64s/309e344f094e432ec36695f2ccfe1101.jpg;https://www.last.fm/music/Danity+Kane/_/Damaged;http://userserve-ak.last.fm/serve/252/4707257.png
Astra;Time to Fly - Feerty Remix;Not Found;https://www.last.fm/music/Astra/_/Time+to+Fly+-+Feerty+Remix;http://userserve-ak.last.fm/serve/252/34933777.jpg
Der W;Geschichtenhasser;https://lastfm.freetls.fastly.net/i/u/64s/abf9865b1f2b48e1936913f2e9619006.jpg;https://www.last.fm/music/Der+W/_/Geschichtenhasser;http://userserve-ak.last.fm/serve/252/5345120.jpg
Noel Quinlan;Dragon Song;https://lastfm.freetls.fastly.net/i/u/64s/8fc74b225aea499c97b3a06114303d46.jpg;https://www.last.fm/music/Noel+Quinlan/_/Dragon+Song;http://userserve-ak.last.fm/serve/252/551685.gif
Bikini Kill;Rebel Girl;https://lastfm.freetls.fastly.net/i/u/64s/ea380dd4421e0e2ef43a9b72b266c34e.jpg;https://www.last.fm/music/Bikini+Kill/_/Rebel+Girl;http://userserve-ak.last.fm/serve/252/49916483.jpg
Marine Research;Parallel Horizontal;https://lastfm.freetls.fastly.net/i/u/64s/f262a94e8e7f4718bf6feab8eb836b99.jpg;https://www.last.fm/music/Marine+Research/_/Parallel+Horizontal;http://userserve-ak.last.fm/serve/252/436148.jpg
Brian Eno & David Byrne;Mea Culpa;https://lastfm.freetls.fastly.net/i/u/64s/e0a685eed9394807a84cd2afb52afade.jpg;https://www.last.fm/music/Brian+Eno+&+David+Byrne/_/Mea+Culpa;http://userserve-ak.last.fm/serve/252/9552545.jpg
水樹奈々;DISCOTHEQUE;https://lastfm.freetls.fastly.net/i/u/64s/c671994772464d43a2e4f56bb5087803.jpg;https://www.last.fm/music/%E6%B0%B4%E6%A8%B9%E5%A5%88%E3%80%85/_/DISCOTHEQUE;http://userserve-ak.last.fm/serve/252/55846447.png
Naked City;Batman;https://lastfm.freetls.fastly.net/i/u/64s/c223de2e20c74d08a50bdf97fd4fb914.jpg;https://www.last.fm/music/Naked+City/_/Batman;http://userserve-ak.last.fm/serve/252/44969255.png
Wale;Lotus Flower Bomb (feat. Miguel);https://lastfm.freetls.fastly.net/i/u/64s/6c079d914c2b458c8f217848d0e8d7b6.jpg;https://www.last.fm/music/Wale/_/Lotus+Flower+Bomb+(feat.+Miguel);http://userserve-ak.last.fm/serve/252/33754691.png
Swallow the Sun;Falling World;https://lastfm.freetls.fastly.net/i/u/64s/a6cadd1a846f0bb7b76589580ec99a65.jpg;https://www.last.fm/music/Swallow+the+Sun/_/Falling+World;http://userserve-ak.last.fm/serve/252/42795947.jpg
Boy Talks Trash;P.S. I Hate You;https://lastfm.freetls.fastly.net/i/u/64s/cf0539b403064855a9534e7447690fed.jpg;https://www.last.fm/music/Boy+Talks+Trash/_/P.S.+I+Hate+You;http://userserve-ak.last.fm/serve/252/39212291.jpg
Larespark;Сладкий сон;Not Found;https://www.last.fm/music/Larespark/_/%D0%A1%D0%BB%D0%B0%D0%B4%D0%BA%D0%B8%D0%B9+%D1%81%D0%BE%D0%BD;http://userserve-ak.last.fm/serve/252/44808103.jpg
A Midsky Surrender;Hot Water Sets Fires;https://lastfm.freetls.fastly.net/i/u/64s/37ed8dba22ff45ddbf0687e72a7ba87e.jpg;https://www.last.fm/music/A+Midsky+Surrender/_/Hot+Water+Sets+Fires;http://userserve-ak.last.fm/serve/252/38019997.jpg
Swamp Dogg;Lonely;https://lastfm.freetls.fastly.net/i/u/64s/332e2756b57fe5a08fb9abbd38395503.jpg;https://www.last.fm/music/Swamp+Dogg/_/Lonely;http://userserve-ak.last.fm/serve/252/14447003.jpg
GreenGender;Possession Day;Not Found;https://www.last.fm/music/GreenGender/_/Possession+Day;http://userserve-ak.last.fm/serve/252/33836925.jpg
Venetian Snares & Speedranch;Viva Las Vegas;https://lastfm.freetls.fastly.net/i/u/64s/74ab385d169f2dfb2e022740ce843d8d.jpg;https://www.last.fm/music/Venetian+Snares+&+Speedranch/_/Viva+Las+Vegas;http://userserve-ak.last.fm/serve/252/558035.jpg
Mandragora Scream;Dark Lantern;https://lastfm.freetls.fastly.net/i/u/64s/801408d5571f48e1b688325a22692f1a.jpg;https://www.last.fm/music/Mandragora+Scream/_/Dark+Lantern;http://userserve-ak.last.fm/serve/252/44855861.png
Bekki Williams;Xanthe's Garden;https://lastfm.freetls.fastly.net/i/u/64s/cd893e4d96834e0e98c9515fb393f46b.jpg;https://www.last.fm/music/Bekki+Williams/_/Xanthe%27s+Garden;http://userserve-ak.last.fm/serve/252/122630.jpg
Noção de Nada;Ímpar;https://lastfm.freetls.fastly.net/i/u/64s/cf5590fce41042ba9d373f6327120284.jpg;https://www.last.fm/music/No%C3%A7%C3%A3o+de+Nada/_/%C3%8Dmpar;http://userserve-ak.last.fm/serve/252/33578949.jpg
I Hate Kate;It's Always Better;https://lastfm.freetls.fastly.net/i/u/64s/a358118f6ba9c13c7c2c54f25550c438.jpg;https://www.last.fm/music/I+Hate+Kate/_/It%27s+Always+Better;http://userserve-ak.last.fm/serve/252/41857301.jpg
Cartel;Say Anything (Else);https://lastfm.freetls.fastly.net/i/u/64s/62264c1f17c6890ff6186daced0f6772.jpg;https://www.last.fm/music/Cartel/_/Say+Anything+(Else);http://userserve-ak.last.fm/serve/252/36134145.png
Jedward;Lipstick - Radio Edit;https://lastfm.freetls.fastly.net/i/u/64s/18e4dd03a5c04c579ab171db34be8f0a.jpg;https://www.last.fm/music/Jedward/_/Lipstick+-+Radio+Edit;http://userserve-ak.last.fm/serve/252/61924295.png
Taktloss;Wer Ist;https://lastfm.freetls.fastly.net/i/u/64s/0bd61b78d5fd874e01b9d983d8c36da9.jpg;https://www.last.fm/music/Taktloss/_/Wer+Ist;http://userserve-ak.last.fm/serve/252/28242775.jpg
Magtens Korridorer;Milan Allé;https://lastfm.freetls.fastly.net/i/u/64s/39aa27877953d0d7de64be82a6c4688d.jpg;https://www.last.fm/music/Magtens+Korridorer/_/Milan+All%C3%A9;http://userserve-ak.last.fm/serve/252/176218.jpg
Lull;Moment 10;Not Found;https://www.last.fm/music/Lull/_/Moment+10;http://userserve-ak.last.fm/serve/252/3094989.jpg
Pete Parkkonen;Kohta sataa;https://lastfm.freetls.fastly.net/i/u/64s/784c6b02ef9f641467fd1eb40b159082.jpg;https://www.last.fm/music/Pete+Parkkonen/_/Kohta+sataa;http://userserve-ak.last.fm/serve/252/25876411.jpg
Akeboshi;Wind;https://lastfm.freetls.fastly.net/i/u/64s/4f4c8e372ff94c3cbeb4b90b80d516df.jpg;https://www.last.fm/music/Akeboshi/_/Wind;http://userserve-ak.last.fm/serve/252/25893077.jpg
Cake Bake Betty;64 Little White Things;https://lastfm.freetls.fastly.net/i/u/64s/7d4a1c781c994cf2b8bf56457002cc73.jpg;https://www.last.fm/music/Cake+Bake+Betty/_/64+Little+White+Things;http://userserve-ak.last.fm/serve/252/5422529.jpg
Damh the Bard;The Cauldron Born;https://lastfm.freetls.fastly.net/i/u/64s/a902847790224cb4b2e4bdf95883d164.jpg;https://www.last.fm/music/Damh+the+Bard/_/The+Cauldron+Born;http://userserve-ak.last.fm/serve/252/326702.jpg
Erik Wøllo;Ody At Sea;https://lastfm.freetls.fastly.net/i/u/64s/471f5ea9c5a5fa4dc5bd89bf03fefbde.jpg;https://www.last.fm/music/Erik+W%C3%B8llo/_/Ody+At+Sea;http://userserve-ak.last.fm/serve/252/55803229.jpg
Thalles;Arde outra Vez;https://lastfm.freetls.fastly.net/i/u/64s/8d5b7907803b4afaa0f11020fd3b903c.jpg;https://www.last.fm/music/Thalles+Roberto/_/Arde+outra+Vez;http://userserve-ak.last.fm/serve/252/60519535.jpg
Sonny & The Sunsets;Too Young To Burn;https://lastfm.freetls.fastly.net/i/u/64s/083d241cdf064651958fb0f934428e17.jpg;https://www.last.fm/music/Sonny+&+The+Sunsets/_/Too+Young+To+Burn;http://userserve-ak.last.fm/serve/252/60237911.png
Poslednja igra leptira;Nataša;https://lastfm.freetls.fastly.net/i/u/64s/d3a62d4d9f8341a3c15f2d467cc11d52.jpg;https://www.last.fm/music/Poslednja+igra+leptira/_/Nata%C5%A1a;http://userserve-ak.last.fm/serve/252/505073.jpg
Ol' Dirty Bastard;Shimmy Shimmy Ya;https://lastfm.freetls.fastly.net/i/u/64s/18c196c218f56bfb3e920da70ba59ca6.jpg;https://www.last.fm/music/Ol%27+Dirty+Bastard/_/Shimmy+Shimmy+Ya;http://userserve-ak.last.fm/serve/252/36705681.jpg
Josie Kreuzer;Wild Man;https://lastfm.freetls.fastly.net/i/u/64s/7a385b27af3cb94babafe212d757cdae.jpg;https://www.last.fm/music/Josie+Kreuzer/_/Wild+Man;http://userserve-ak.last.fm/serve/252/5301834.gif
The Whip;Trash;https://lastfm.freetls.fastly.net/i/u/64s/46c97aa6eb5740498285e15742cbddf3.jpg;https://www.last.fm/music/The+Whip/_/Trash;http://userserve-ak.last.fm/serve/252/32581185.jpg
Gabry Ponte;Thunder;https://lastfm.freetls.fastly.net/i/u/64s/c6f59c1e5e7240a4c0d427abd71f3dbb.jpg;https://www.last.fm/music/Gabry+Ponte/_/Thunder;http://userserve-ak.last.fm/serve/252/2624939.jpg
Khaled;c'est la vie;https://lastfm.freetls.fastly.net/i/u/64s/a3b9fb07c4b7442490a4929700606681.jpg;https://www.last.fm/music/Khaled/_/c%27est+la+vie;http://userserve-ak.last.fm/serve/252/146993.jpg
יוני בלוך;הרגלים רעים Hergelim Raim;https://lastfm.freetls.fastly.net/i/u/64s/c6f59c1e5e7240a4c0d427abd71f3dbb.jpg;https://www.last.fm/music/%D7%99%D7%95%D7%A0%D7%99+%D7%91%D7%9C%D7%95%D7%9A/_/%D7%94%D7%A8%D7%92%D7%9C%D7%99%D7%9D+%D7%A8%D7%A2%D7%99%D7%9D+Hergelim+Raim;http://userserve-ak.last.fm/serve/252/12529149.jpg
Vio-Lence;Eternal Nightmare;https://lastfm.freetls.fastly.net/i/u/64s/7eb4399fced1211f0d9481367082e58f.jpg;https://www.last.fm/music/Vio-Lence/_/Eternal+Nightmare;http://userserve-ak.last.fm/serve/252/103060.jpg
백지영;거짓말이라도 해서 널 보고싶어;Not Found;https://www.last.fm/music/%EB%B0%B1%EC%A7%80%EC%98%81/_/%EA%B1%B0%EC%A7%93%EB%A7%90%EC%9D%B4%EB%9D%BC%EB%8F%84+%ED%95%B4%EC%84%9C+%EB%84%90+%EB%B3%B4%EA%B3%A0%EC%8B%B6%EC%96%B4;http://userserve-ak.last.fm/serve/252/34658213.png
Grinderman;Palaces of Montezuma;https://lastfm.freetls.fastly.net/i/u/64s/2dda0115fb1f4010a4e5817572ea9367.jpg;https://www.last.fm/music/Grinderman/_/Palaces+of+Montezuma;http://userserve-ak.last.fm/serve/252/56951525.png
Sirenia;The Path to Decay;https://lastfm.freetls.fastly.net/i/u/64s/54d091c9532d4e6b9bff63d09f36baef.jpg;https://www.last.fm/music/Sirenia/_/The+Path+to+Decay;http://userserve-ak.last.fm/serve/252/56046335.jpg
Adrian Sanchez;Miguel Picasso- The Rhythm Of the Nigth;Not Found;https://www.last.fm/music/Adrian+Sanchez/_/Miguel+Picasso-+The+Rhythm+Of+the+Nigth;
AL Hammer;Добрая Память;Not Found;https://www.last.fm/music/AL+Hammer/_/%D0%94%D0%BE%D0%B1%D1%80%D0%B0%D1%8F+%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D1%8C;http://userserve-ak.last.fm/serve/252/41926435.jpg
Shannon Wright;With Closed Eyes;https://lastfm.freetls.fastly.net/i/u/64s/4ff0ceb9a81586ccf34a3b82a282558a.jpg;https://www.last.fm/music/Shannon+Wright/_/With+Closed+Eyes;http://userserve-ak.last.fm/serve/252/386316.jpg
Kristin Chenoweth & Matthew Morrison;Somewhere Only We Know (Feat. Darren Criss);https://lastfm.freetls.fastly.net/i/u/64s/61a8b73f88088d2316e4b93b91c24e29.jpg;https://www.last.fm/music/Glee+Cast/_/Somewhere+Only+We+Know+(Feat.+Darren+Criss);http://userserve-ak.last.fm/serve/252/46143983.png
Quidam;Different;https://lastfm.freetls.fastly.net/i/u/64s/aed2ab2c86694df891ff63e860050e57.jpg;https://www.last.fm/music/Quidam/_/Different;http://userserve-ak.last.fm/serve/252/2770979.jpg
Broadcast;Tears in the Typing Pool;https://lastfm.freetls.fastly.net/i/u/64s/e590e8f326426606396f68f2d31eaf02.jpg;https://www.last.fm/music/Broadcast/_/Tears+in+the+Typing+Pool;http://userserve-ak.last.fm/serve/252/50135.jpg
Jason Derülo;Whatcha Say;https://lastfm.freetls.fastly.net/i/u/64s/e9531f2936cad8831fddd1f3e807a5c3.jpg;https://www.last.fm/music/Jason+Der%C3%BClo/_/Whatcha+Say;http://userserve-ak.last.fm/serve/252/45832287.png
Sham 69;Hurry Up Harry;https://lastfm.freetls.fastly.net/i/u/64s/865c07d02f9f435cc375a1acf9dac292.jpg;https://www.last.fm/music/Sham+69/_/Hurry+Up+Harry;http://userserve-ak.last.fm/serve/252/11302337.jpg
Scott Brown;Taking Drugs? - Original Mix;https://lastfm.freetls.fastly.net/i/u/64s/92d196b8f956e7add695d43db4d9cbd5.jpg;https://www.last.fm/music/Scott+Brown/_/Taking+Drugs%3F+-+Original+Mix;http://userserve-ak.last.fm/serve/252/4969140.jpg
Candlemass;Solitude;https://lastfm.freetls.fastly.net/i/u/64s/4fdea495f59940f7c0095557d948bc73.jpg;https://www.last.fm/music/Candlemass/_/Solitude;http://userserve-ak.last.fm/serve/252/37668933.jpg
Kenny Wayne Shepherd Band;Blue on Black;https://lastfm.freetls.fastly.net/i/u/64s/c43d6d5a1c2a8e7f478c1bba4a974b72.jpg;https://www.last.fm/music/Kenny+Wayne+Shepherd+Band/_/Blue+on+Black;http://userserve-ak.last.fm/serve/252/14617433.jpg
Hairspray (Soundtrack to the Motion Picture);Hound Dog - Big Mama Thornton;https://lastfm.freetls.fastly.net/i/u/64s/340bbf0e138ff3c77274db96346ed26e.jpg;https://www.last.fm/music/Marc+Shaiman/_/Hound+Dog+-+Big+Mama+Thornton;http://userserve-ak.last.fm/serve/252/34703391.png
Venetian Snares;Hajnal;https://lastfm.freetls.fastly.net/i/u/64s/0b9be95745f84725add703ee64c0c9b7.jpg;https://www.last.fm/music/Venetian+Snares/_/Hajnal;http://userserve-ak.last.fm/serve/252/10424153.jpg
Huckapoo;Where You Belong;https://lastfm.freetls.fastly.net/i/u/64s/b8894c6e395fac34766b48c394aa0ce0.jpg;https://www.last.fm/music/Huckapoo/_/Where+You+Belong;http://userserve-ak.last.fm/serve/252/116372.jpg
New London Fire;Different;https://lastfm.freetls.fastly.net/i/u/64s/15675968644a49258751a68532fb6423.jpg;https://www.last.fm/music/New+London+Fire/_/Different;http://userserve-ak.last.fm/serve/252/369428.jpg
The Crash Moderns;Hello world;https://lastfm.freetls.fastly.net/i/u/64s/0d939ec17f1c81af13ff716ba9d6c56c.jpg;https://www.last.fm/music/The+Crash+Moderns/_/Hello+world;http://userserve-ak.last.fm/serve/252/779085.png
Beat Hackers;The Pink Panther;https://lastfm.freetls.fastly.net/i/u/64s/cbc1239569e31db7c62f3e3ae2877562.jpg;https://www.last.fm/music/Beat+Hackers/_/The+Pink+Panther;http://userserve-ak.last.fm/serve/252/1748.jpg
Plush Fish;Моя доска;https://lastfm.freetls.fastly.net/i/u/64s/9f1d4f1df042a6ba5c4f1a0a0f83b981.jpg;https://www.last.fm/music/Plush+Fish/_/%D0%9C%D0%BE%D1%8F+%D0%B4%D0%BE%D1%81%D0%BA%D0%B0;http://userserve-ak.last.fm/serve/252/4366336.jpg
Больше Серого;Герои этих улиц;Not Found;https://www.last.fm/music/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B5+%D0%A1%D0%B5%D1%80%D0%BE%D0%B3%D0%BE/_/%D0%93%D0%B5%D1%80%D0%BE%D0%B8+%D1%8D%D1%82%D0%B8%D1%85+%D1%83%D0%BB%D0%B8%D1%86;http://userserve-ak.last.fm/serve/252/36850221.jpg
Tides From Nebula;Dopamine;https://lastfm.freetls.fastly.net/i/u/64s/9d118d53681a253fa60697fe28cc25ff.jpg;https://www.last.fm/music/Tides+From+Nebula/_/Dopamine;http://userserve-ak.last.fm/serve/252/30551161.jpg
Hellhounds;Velour;https://lastfm.freetls.fastly.net/i/u/64s/c6f59c1e5e7240a4c0d427abd71f3dbb.jpg;https://www.last.fm/music/Hellhounds/_/Velour;http://userserve-ak.last.fm/serve/252/53583409.jpg
Vanilla Ninja;Tough Enough;https://lastfm.freetls.fastly.net/i/u/64s/5822fc79d4d04652ad2833fe656fae76.jpg;https://www.last.fm/music/Vanilla+Ninja/_/Tough+Enough;http://userserve-ak.last.fm/serve/252/337917.jpg
The Blow Monkeys;Digging Your Scene;https://lastfm.freetls.fastly.net/i/u/64s/accb1e554ea0afbac1fcc02a7413ed87.jpg;https://www.last.fm/music/The+Blow+Monkeys/_/Digging+Your+Scene;http://userserve-ak.last.fm/serve/252/232760.jpg
Paramore攀;Feeling Sorry;Not Found;https://www.last.fm/music/Paramore%E6%94%80/_/Feeling+Sorry;http://userserve-ak.last.fm/serve/252/44752827.png
Apollo Brown;Know The Time;https://lastfm.freetls.fastly.net/i/u/64s/f7c9de10606041da9660a25e226fa682.jpg;https://www.last.fm/music/Apollo+Brown/_/Know+The+Time;http://userserve-ak.last.fm/serve/252/29843923.jpg
Vince Gill;Don't Let Our Love Start Slippin' Away;https://lastfm.freetls.fastly.net/i/u/64s/74c1e17572da4054a5f4c8040f81e05a.jpg;https://www.last.fm/music/Vince+Gill/_/Don%27t+Let+Our+Love+Start+Slippin%27+Away;http://userserve-ak.last.fm/serve/252/445451.jpg
Danzig;Mother;https://lastfm.freetls.fastly.net/i/u/64s/8900b4a78b4e42ada13d36a310cade49.jpg;https://www.last.fm/music/Danzig/_/Mother;http://userserve-ak.last.fm/serve/252/42532117.jpg
Elo da Corrente;Sementes de Luz;https://lastfm.freetls.fastly.net/i/u/64s/0d4bbfd157284225b2a1d3edc8dd4fa2.jpg;https://www.last.fm/music/Elo+da+Corrente/_/Sementes+de+Luz;http://userserve-ak.last.fm/serve/252/54216039.jpg
Amorphous Androgynous;Mountain Goat;https://lastfm.freetls.fastly.net/i/u/64s/c1bc382f38b74475b58e549c96ca7f5f.jpg;https://www.last.fm/music/Amorphous+Androgynous/_/Mountain+Goat;http://userserve-ak.last.fm/serve/252/177582.jpg
Chris Willis;Getaway;https://lastfm.freetls.fastly.net/i/u/64s/0e0bfa118da32d535773f888257d11cf.jpg;https://www.last.fm/music/Chris+Willis/_/Getaway;http://userserve-ak.last.fm/serve/252/35165147.jpg
Heavens;Counting;https://lastfm.freetls.fastly.net/i/u/64s/7917f31ddf97404eb1e5b73d44a2863d.jpg;https://www.last.fm/music/Heavens/_/Counting;http://userserve-ak.last.fm/serve/252/187876.jpg
Pete Hopkins;I Won't Cry;https://lastfm.freetls.fastly.net/i/u/64s/ca730c8501474689a136671ad61bb4f2.jpg;https://www.last.fm/music/Pete+Hopkins/_/I+Won%27t+Cry;
Funki Porcini;Last Night Over Norway;https://lastfm.freetls.fastly.net/i/u/64s/219891d6df4a4aa8a3ad23851a09e945.jpg;https://www.last.fm/music/Funki+Porcini/_/Last+Night+Over+Norway;http://userserve-ak.last.fm/serve/252/55350409.png
Artista sconosciuto;Traccia 1;Not Found;https://www.last.fm/music/Artista+sconosciuto/_/Traccia+1;http://userserve-ak.last.fm/serve/252/17969009.png
Stereo MC's;Connected;https://lastfm.freetls.fastly.net/i/u/64s/e5e48c923d6899f67650c45b24fea7e3.jpg;https://www.last.fm/music/Stereo+MC%27s/_/Connected;http://userserve-ak.last.fm/serve/252/10650475.jpg
Пара Нормальных;По улицам Москвы;https://lastfm.freetls.fastly.net/i/u/64s/e2197fd18454400dc0d735080a8c013a.jpg;https://www.last.fm/music/%D0%9F%D0%B0%D1%80%D0%B0+%D0%9D%D0%BE%D1%80%D0%BC%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D1%85/_/%D0%9F%D0%BE+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%D0%BC+%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D1%8B;http://userserve-ak.last.fm/serve/252/51019913.jpg
Hevia;Busindre Reel;https://lastfm.freetls.fastly.net/i/u/64s/dd322f613e974bf8cb3365f272757484.jpg;https://www.last.fm/music/Hevia/_/Busindre+Reel;http://userserve-ak.last.fm/serve/252/235954.jpg
Secret Machines;Nowhere Again;https://lastfm.freetls.fastly.net/i/u/64s/6ab0845d0d6843899450e65038e85687.jpg;https://www.last.fm/music/Secret+Machines/_/Nowhere+Again;http://userserve-ak.last.fm/serve/252/17747119.jpg
Send More Paramedics;Zombie Crew;https://lastfm.freetls.fastly.net/i/u/64s/1b6a5a360cc70e0ca2e0d53656f2e03c.jpg;https://www.last.fm/music/Send+More+Paramedics/_/Zombie+Crew;http://userserve-ak.last.fm/serve/252/10322661.jpg
Trans-Siberian Orchestra;Christmas Eve / Sarajevo 12/24 - Instrumental;Not Found;https://www.last.fm/music/Trans-Siberian+Orchestra/_/Christmas+Eve+%2F+Sarajevo+12%2F24+-+Instrumental;http://userserve-ak.last.fm/serve/252/35775099.jpg
Beck;Loser;https://lastfm.freetls.fastly.net/i/u/64s/544891788e874091a1d64b0c1a796c5a.jpg;https://www.last.fm/music/Beck/_/Loser;http://userserve-ak.last.fm/serve/252/7497941.jpg
Phil Wickham;This Is Amazing Grace;https://lastfm.freetls.fastly.net/i/u/64s/45d9302a259e4ac2ca810cdfdb096656.jpg;https://www.last.fm/music/Phil+Wickham/_/This+Is+Amazing+Grace;http://userserve-ak.last.fm/serve/252/28125079.jpg
Subway to Sally;Sieben;https://lastfm.freetls.fastly.net/i/u/64s/747013e1227b4d5081f070d323d833c7.jpg;https://www.last.fm/music/Subway+to+Sally/_/Sieben;http://userserve-ak.last.fm/serve/252/333600.jpg
애프터 스쿨(After School);너 때문에 (2011 New Recordings);Not Found;https://www.last.fm/music/%EC%95%A0%ED%94%84%ED%84%B0+%EC%8A%A4%EC%BF%A8(After+School)/_/%EB%84%88+%EB%95%8C%EB%AC%B8%EC%97%90+(2011+New+Recordings);http://userserve-ak.last.fm/serve/252/44025239.jpg
Winter In Eden;Cry;https://lastfm.freetls.fastly.net/i/u/64s/97e8a8a6c5cc437ab3524474290ab3fc.jpg;https://www.last.fm/music/Winter+In+Eden/_/Cry;http://userserve-ak.last.fm/serve/252/28597435.png
Yasmin Levy;Una Noche Mas;https://lastfm.freetls.fastly.net/i/u/64s/fcb90e4d83fce02f42e2ce78c0f50171.jpg;https://www.last.fm/music/Yasmin+Levy/_/Una+Noche+Mas;http://userserve-ak.last.fm/serve/252/42130637.jpg
Star Fucking Hipsters;Two Cups of Tea;https://lastfm.freetls.fastly.net/i/u/64s/073d81bddd304953a8830f220bab6309.jpg;https://www.last.fm/music/Star+Fucking+Hipsters/_/Two+Cups+of+Tea;http://userserve-ak.last.fm/serve/252/12605967.jpg
dragon ball z;Chala Head Chala (opening Latino) Full HD 1080p;Not Found;https://www.last.fm/music/Dragon+Ball+Z/_/Chala+Head+Chala+(opening+Latino)+Full+HD+1080p;http://userserve-ak.last.fm/serve/252/37983511.jpg
Elvis Costello;She;https://lastfm.freetls.fastly.net/i/u/64s/591477f0276b4b3a97c70dea1496ccb1.jpg;https://www.last.fm/music/Elvis+Costello/_/She;http://userserve-ak.last.fm/serve/252/33823187.jpg
Hauschka;David Melrose Theme;https://lastfm.freetls.fastly.net/i/u/64s/06b46e4ffb211598b53ba3682982e038.jpg;https://www.last.fm/music/Hauschka/_/David+Melrose+Theme;http://userserve-ak.last.fm/serve/252/36066251.jpg
Aural Vampire;Kerguelen Vortex;https://lastfm.freetls.fastly.net/i/u/64s/cae3b797839a414287bc9f100a187bde.jpg;https://www.last.fm/music/Aural+Vampire/_/Kerguelen+Vortex;http://userserve-ak.last.fm/serve/252/19640641.jpg
Vanna;Zero;https://lastfm.freetls.fastly.net/i/u/64s/ae9fa0f363c57c93f68c9e12951560d3.jpg;https://www.last.fm/music/Vanna/_/Zero;http://userserve-ak.last.fm/serve/252/50611215.png
Shad;I Like You The Most;https://lastfm.freetls.fastly.net/i/u/64s/c6f59c1e5e7240a4c0d427abd71f3dbb.jpg;https://www.last.fm/music/Shad/_/I+Like+You+The+Most;http://userserve-ak.last.fm/serve/252/47347641.jpg
Assfactor 4;Hey Stinky;https://lastfm.freetls.fastly.net/i/u/64s/e38fcb6efcffc46fa85495ce8d7fa28e.jpg;https://www.last.fm/music/Assfactor+4/_/Hey+Stinky;http://userserve-ak.last.fm/serve/252/45872.jpg
wecamewithbrokenteeth;Let's Play Find The Body;https://lastfm.freetls.fastly.net/i/u/64s/36c35c531b4aeee2c45ab24765197259.jpg;https://www.last.fm/music/wecamewithbrokenteeth/_/Let%27s+Play+Find+The+Body;http://userserve-ak.last.fm/serve/252/3364211.jpg
Silent Descent;Vortex;Not Found;https://www.last.fm/music/Silent+Descent/_/Vortex;http://userserve-ak.last.fm/serve/252/57278393.jpg
Synthetic Breed;Resilience;https://lastfm.freetls.fastly.net/i/u/64s/dd3c6bf03a0c4a1194c1ddb4ddfd3e6e.jpg;https://www.last.fm/music/Synthetic+Breed/_/Resilience;http://userserve-ak.last.fm/serve/252/25725319.jpg
